Format Version,1.23,Take Name,Take 2024-01-10 11.43.30 AM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-01-10 11.43.30.991 ,Total Frames in Take,5832,Total Exported Frames,5832,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody 001,RigidBody 001,RigidBody 001,RigidBody 001,RigidBody 001,RigidBody 001,RigidBody 001
,ID,"3D2A2A1EAFA411EE7FE6B7EAD028689D","3D2A2A1EAFA411EE7FE6B7EAD028689D","3D2A2A1EAFA411EE7FE6B7EAD028689D","3D2A2A1EAFA411EE7FE6B7EAD028689D","3D2A2A1EAFA411EE7FE6B7EAD028689D","3D2A2A1EAFA411EE7FE6B7EAD028689D","3D2A2A1EAFA411EE7FE6B7EAD028689D"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
909,9.090000,,,,,,,
910,9.100000,,,,,,,
911,9.110000,,,,,,,
912,9.120000,,,,,,,
913,9.130000,,,,,,,
914,9.140000,,,,,,,
915,9.150000,,,,,,,
916,9.160000,,,,,,,
917,9.170000,,,,,,,
918,9.180000,,,,,,,
919,9.190000,,,,,,,
920,9.200000,,,,,,,
921,9.210000,,,,,,,
922,9.220000,,,,,,,
923,9.230000,,,,,,,
924,9.240000,,,,,,,
925,9.250000,,,,,,,
926,9.260000,,,,,,,
927,9.270000,,,,,,,
928,9.280000,,,,,,,
929,9.290000,,,,,,,
930,9.300000,,,,,,,
931,9.310000,,,,,,,
932,9.320000,,,,,,,
933,9.330000,,,,,,,
934,9.340000,,,,,,,
935,9.350000,,,,,,,
936,9.360000,,,,,,,
937,9.370000,,,,,,,
938,9.380000,,,,,,,
939,9.390000,,,,,,,
940,9.400000,,,,,,,
941,9.410000,,,,,,,
942,9.420000,,,,,,,
943,9.430000,,,,,,,
944,9.440000,,,,,,,
945,9.450000,,,,,,,
946,9.460000,,,,,,,
947,9.470000,,,,,,,
948,9.480000,,,,,,,
949,9.490000,,,,,,,
950,9.500000,,,,,,,
951,9.510000,,,,,,,
952,9.520000,,,,,,,
953,9.530000,,,,,,,
954,9.540000,,,,,,,
955,9.550000,,,,,,,
956,9.560000,,,,,,,
957,9.570000,,,,,,,
958,9.580000,,,,,,,
959,9.590000,,,,,,,
960,9.600000,,,,,,,
961,9.610000,,,,,,,
962,9.620000,,,,,,,
963,9.630000,,,,,,,
964,9.640000,,,,,,,
965,9.650000,,,,,,,
966,9.660000,,,,,,,
967,9.670000,,,,,,,
968,9.680000,,,,,,,
969,9.690000,,,,,,,
970,9.700000,,,,,,,
971,9.710000,,,,,,,
972,9.720000,,,,,,,
973,9.730000,,,,,,,
974,9.740000,,,,,,,
975,9.750000,,,,,,,
976,9.760000,,,,,,,
977,9.770000,,,,,,,
978,9.780000,,,,,,,
979,9.790000,,,,,,,
980,9.800000,,,,,,,
981,9.810000,,,,,,,
982,9.820000,,,,,,,
983,9.830000,,,,,,,
984,9.840000,,,,,,,
985,9.850000,,,,,,,
986,9.860000,,,,,,,
987,9.870000,,,,,,,
988,9.880000,,,,,,,
989,9.890000,,,,,,,
990,9.900000,,,,,,,
991,9.910000,,,,,,,
992,9.920000,,,,,,,
993,9.930000,,,,,,,
994,9.940000,,,,,,,
995,9.950000,,,,,,,
996,9.960000,,,,,,,
997,9.970000,,,,,,,
998,9.980000,,,,,,,
999,9.990000,,,,,,,
1000,10.000000,,,,,,,
1001,10.010000,,,,,,,
1002,10.020000,,,,,,,
1003,10.030000,,,,,,,
1004,10.040000,,,,,,,
1005,10.050000,,,,,,,
1006,10.060000,,,,,,,
1007,10.070000,,,,,,,
1008,10.080000,,,,,,,
1009,10.090000,,,,,,,
1010,10.100000,,,,,,,
1011,10.110000,,,,,,,
1012,10.120000,,,,,,,
1013,10.130000,,,,,,,
1014,10.140000,,,,,,,
1015,10.150000,,,,,,,
1016,10.160000,,,,,,,
1017,10.170000,,,,,,,
1018,10.180000,,,,,,,
1019,10.190000,,,,,,,
1020,10.200000,,,,,,,
1021,10.210000,,,,,,,
1022,10.220000,,,,,,,
1023,10.230000,,,,,,,
1024,10.240000,0.047609,0.004345,0.822710,0.566448,-425.575867,337.276123,202.003128
1025,10.250000,,,,,,,
1026,10.260000,,,,,,,
1027,10.270000,0.020810,0.001944,0.824970,0.564789,-425.519836,334.993256,202.279282
1028,10.280000,,,,,,,
1029,10.290000,,,,,,,
1030,10.300000,0.043520,-0.000460,0.827710,0.559466,-426.385651,330.585449,203.390366
1031,10.310000,,,,,,,
1032,10.320000,,,,,,,
1033,10.330000,0.046748,0.005758,0.833397,0.550664,-428.991638,325.993256,202.891769
1034,10.340000,,,,,,,
1035,10.350000,0.036631,0.000634,0.833848,0.550777,-427.917175,324.586456,203.775696
1036,10.360000,0.040023,-0.000933,0.834352,0.549776,-428.109924,323.380890,203.868515
1037,10.370000,,,,,,,
1038,10.380000,0.028673,0.002042,0.833264,0.552127,-428.972748,319.965302,203.974533
1039,10.390000,,,,,,,
1040,10.400000,0.035383,0.003158,0.842068,0.538201,-429.767029,318.640656,204.116486
1041,10.410000,,,,,,,
1042,10.420000,0.032264,0.000013,0.842345,0.537971,-430.228027,316.277557,203.779480
1043,10.430000,0.029792,0.005428,0.843940,0.535582,-430.221649,315.099060,204.342606
1044,10.440000,,,,,,,
1045,10.450000,,,,,,,
1046,10.460000,,,,,,,
1047,10.470000,,,,,,,
1048,10.480000,,,,,,,
1049,10.490000,0.033636,0.005258,0.851062,0.523961,-432.193085,307.213257,204.430984
1050,10.500000,,,,,,,
1051,10.510000,0.032148,0.006184,0.853644,0.519826,-432.521301,304.923737,204.648300
1052,10.520000,,,,,,,
1053,10.530000,,,,,,,
1054,10.540000,0.037893,0.007676,0.856036,0.515468,-432.616791,301.680847,205.213867
1055,10.550000,,,,,,,
1056,10.560000,,,,,,,
1057,10.570000,0.032500,0.001694,0.859406,0.510258,-433.957397,297.470947,205.043411
1058,10.580000,,,,,,,
1059,10.590000,0.032060,0.002738,0.862239,0.505479,-434.344147,295.148193,205.252411
1060,10.600000,0.031499,0.000691,0.862924,0.504351,-434.445343,294.195984,205.317276
1061,10.610000,,,,,,,
1062,10.620000,0.029918,0.002357,0.864425,0.501866,-434.867279,291.449768,205.355011
1063,10.630000,,,,,,,
1064,10.640000,,,,,,,
1065,10.650000,0.033376,0.001604,0.867637,0.496075,-435.748871,287.476105,205.333282
1066,10.660000,,,,,,,
1067,10.670000,,,,,,,
1068,10.680000,0.039154,0.012864,0.872549,0.486785,-437.338196,283.286194,204.735794
1069,10.690000,,,,,,,
1070,10.700000,,,,,,,
1071,10.710000,,,,,,,
1072,10.720000,,,,,,,
1073,10.730000,0.044727,0.009715,0.877632,0.477144,-438.519257,276.478149,204.761520
1074,10.740000,,,,,,,
1075,10.750000,,,,,,,
1076,10.760000,,,,,,,
1077,10.770000,,,,,,,
1078,10.780000,,,,,,,
1079,10.790000,,,,,,,
1080,10.800000,,,,,,,
1081,10.810000,,,,,,,
1082,10.820000,,,,,,,
1083,10.830000,,,,,,,
1084,10.840000,0.056098,0.013840,0.888789,0.454661,-439.370392,262.997162,205.998520
1085,10.850000,,,,,,,
1086,10.860000,0.049057,-0.014386,0.888185,0.456633,-441.654358,259.430603,202.621826
1087,10.870000,-0.001116,-0.011767,-0.456459,0.889666,-441.341705,258.727234,202.743103
1088,10.880000,,,,,,,
1089,10.890000,,,,,,,
1090,10.900000,-0.048022,0.038442,-0.890472,-0.450862,-442.039551,254.001343,201.309906
1091,10.910000,-0.054212,-0.008135,-0.894856,-0.442976,-439.437286,255.057602,206.793304
1092,10.920000,-0.055280,-0.010318,-0.895977,-0.440525,-440.161774,253.282608,206.125076
1093,10.930000,-0.053142,-0.013912,-0.897222,-0.438151,-439.880127,252.432220,206.412628
1094,10.940000,-0.054786,-0.000061,-0.896931,-0.438763,-439.888672,250.976501,206.573975
1095,10.950000,-0.051256,-0.008483,-0.898976,-0.434906,-439.513885,249.918777,207.288025
1096,10.960000,,,,,,,
1097,10.970000,-0.051783,-0.006931,-0.900870,-0.430933,-440.016052,247.376678,207.099213
1098,10.980000,,,,,,,
1099,10.990000,-0.047402,0.029029,-0.898761,-0.434901,-443.104919,242.925110,202.112411
1100,11.000000,,,,,,,
1101,11.010000,-0.049998,-0.016473,-0.905842,-0.420333,-441.113373,241.714279,206.606461
1102,11.020000,-0.055215,-0.010475,-0.905864,-0.419823,-440.720306,240.625809,207.144928
1103,11.030000,,,,,,,
1104,11.040000,-0.060814,-0.012470,-0.907597,-0.415227,-440.582306,238.603653,207.254807
1105,11.050000,-0.066282,-0.015923,-0.907764,-0.413905,-440.334808,237.675537,207.580917
1106,11.060000,-0.052223,-0.003449,-0.908322,-0.414985,-440.786743,236.135941,207.078156
1107,11.070000,,,,,,,
1108,11.080000,-0.061288,-0.007257,-0.910201,-0.409543,-441.211060,233.282440,206.880646
1109,11.090000,,,,,,,
1110,11.100000,,,,,,,
1111,11.110000,-0.055247,-0.009390,-0.915191,-0.399105,-441.298248,229.293579,206.852722
1112,11.120000,-0.058460,-0.011108,-0.915783,-0.397241,-441.422546,228.119217,206.848419
1113,11.130000,-0.059828,-0.018895,-0.916102,-0.396005,-441.663910,226.624176,207.230362
1114,11.140000,-0.056805,-0.010750,-0.917825,-0.392753,-441.552002,225.700668,206.785309
1115,11.150000,,,,,,,
1116,11.160000,-0.005329,0.004980,-0.401077,0.916015,-443.433044,222.725830,202.956451
1117,11.170000,,,,,,,
1118,11.180000,,,,,,,
1119,11.190000,-0.005298,0.010036,-0.387823,0.921664,-444.646118,218.399109,202.966675
1120,11.200000,,,,,,,
1121,11.210000,,,,,,,
1122,11.220000,-0.000793,0.000530,-0.390045,0.920795,-443.876526,214.935013,203.206543
1123,11.230000,,,,,,,
1124,11.240000,,,,,,,
1125,11.250000,,,,,,,
1126,11.260000,-0.000198,-0.001156,-0.382406,0.923993,-444.041718,209.951035,203.360657
1127,11.270000,,,,,,,
1128,11.280000,-0.007200,0.026319,-0.368825,0.929098,-443.895477,207.529205,203.143158
1129,11.290000,-0.001791,-0.002988,-0.376062,0.926588,-444.088013,206.301956,203.325760
1130,11.300000,-0.000752,0.001752,-0.372648,0.927971,-443.990021,204.796249,203.398163
1131,11.310000,-0.004120,0.016706,-0.370854,0.928532,-443.259399,204.119019,203.366348
1132,11.320000,,,,,,,
1133,11.330000,,,,,,,
1134,11.340000,,,,,,,
1135,11.350000,,,,,,,
1136,11.360000,-0.001712,0.006588,-0.362463,0.931973,-443.463928,197.619370,203.635651
1137,11.370000,-0.002137,0.006128,-0.359508,0.933120,-443.434235,196.581467,203.592850
1138,11.380000,-0.002916,0.006495,-0.354509,0.935025,-443.646484,195.389999,203.549850
1139,11.390000,,,,,,,
1140,11.400000,,,,,,,
1141,11.410000,,,,,,,
1142,11.420000,,,,,,,
1143,11.430000,,,,,,,
1144,11.440000,0.000571,0.000359,-0.347151,0.937809,-443.022736,188.074799,203.909241
1145,11.450000,,,,,,,
1146,11.460000,,,,,,,
1147,11.470000,,,,,,,
1148,11.480000,,,,,,,
1149,11.490000,,,,,,,
1150,11.500000,,,,,,,
1151,11.510000,,,,,,,
1152,11.520000,,,,,,,
1153,11.530000,,,,,,,
1154,11.540000,,,,,,,
1155,11.550000,-0.002010,0.008975,-0.317692,0.948150,-442.842133,174.982697,204.007111
1156,11.560000,-0.001630,0.003182,-0.319772,0.947488,-442.451630,174.123383,204.029800
1157,11.570000,,,,,,,
1158,11.580000,,,,,,,
1159,11.590000,0.000590,0.001999,-0.317351,0.948306,-441.699677,170.924667,204.350967
1160,11.600000,0.000271,0.004641,-0.315369,0.948958,-441.664032,169.764328,204.303131
1161,11.610000,,,,,,,
1162,11.620000,,,,,,,
1163,11.630000,,,,,,,
1164,11.640000,,,,,,,
1165,11.650000,,,,,,,
1166,11.660000,,,,,,,
1167,11.670000,-0.000127,0.003797,-0.299185,0.954188,-441.360687,161.918076,204.339783
1168,11.680000,,,,,,,
1169,11.690000,,,,,,,
1170,11.700000,,,,,,,
1171,11.710000,-0.004320,0.020899,-0.294392,0.955447,-439.650543,158.024323,205.210938
1172,11.720000,,,,,,,
1173,11.730000,,,,,,,
1174,11.740000,,,,,,,
1175,11.750000,,,,,,,
1176,11.760000,-0.005019,0.027344,-0.287767,0.957297,-439.115753,152.741852,205.273331
1177,11.770000,-0.006069,0.021603,-0.284721,0.958348,-438.983765,151.721146,205.586441
1178,11.780000,-0.013818,0.029494,-0.275499,0.960750,-439.487030,150.348724,206.141479
1179,11.790000,,,,,,,
1180,11.800000,,,,,,,
1181,11.810000,,,,,,,
1182,11.820000,0.001251,0.016666,-0.281235,0.959493,-438.095856,145.861328,207.585083
1183,11.830000,,,,,,,
1184,11.840000,,,,,,,
1185,11.850000,,,,,,,
1186,11.860000,-0.054128,0.010736,-0.961012,-0.270944,-438.609192,142.311676,204.583633
1187,11.870000,-0.054427,0.010134,-0.961828,-0.267996,-438.702484,141.192749,204.594574
1188,11.880000,-0.043509,0.004444,-0.965584,-0.256389,-437.772461,140.231155,205.324997
1189,11.890000,-0.042010,0.004336,-0.966014,-0.255015,-437.664581,139.339020,205.282379
1190,11.900000,-0.046221,0.003902,-0.966476,-0.252533,-437.316559,138.285507,205.355560
1191,11.910000,-0.054662,0.010603,-0.963353,-0.262396,-437.899750,137.340408,204.574142
1192,11.920000,-0.055351,0.011122,-0.963797,-0.260592,-437.690216,136.407562,204.644379
1193,11.930000,-0.054651,0.012091,-0.964128,-0.259471,-437.445435,135.587540,204.645859
1194,11.940000,-0.053599,0.011942,-0.965034,-0.256308,-437.077087,134.471573,204.762619
1195,11.950000,-0.051923,0.014862,-0.965496,-0.254755,-437.028687,133.610001,204.436249
1196,11.960000,-0.053074,0.011795,-0.965541,-0.254510,-436.927673,132.627762,204.743973
1197,11.970000,-0.056863,0.013497,-0.965358,-0.254298,-436.647369,131.486542,204.696503
1198,11.980000,-0.055590,0.012850,-0.966047,-0.251988,-436.661285,130.513046,204.637115
1199,11.990000,-0.038737,0.006104,-0.970087,-0.239568,-435.674377,129.761520,205.543213
1200,12.000000,-0.043878,0.004997,-0.970917,-0.235309,-435.753693,128.692169,205.507278
1201,12.010000,,,,,,,
1202,12.020000,-0.055995,0.012247,-0.968475,-0.242427,-436.218964,126.780479,204.666916
1203,12.030000,-0.046931,0.015885,-0.969760,-0.238978,-435.489166,126.002792,204.533722
1204,12.040000,-0.044540,0.006048,-0.972055,-0.230412,-434.747681,125.264778,205.629181
1205,12.050000,-0.056364,0.013038,-0.968976,-0.240288,-435.381287,124.244141,204.808640
1206,12.060000,,,,,,,
1207,12.070000,-0.036157,0.015834,-0.972659,-0.228860,-434.084106,122.199524,207.313416
1208,12.080000,-0.047713,0.022893,-0.968408,-0.243692,-434.138336,121.316582,205.474213
1209,12.090000,-0.018306,0.016001,0.237523,-0.971078,-433.630371,120.637543,205.319702
1210,12.100000,0.047705,-0.016018,0.972594,0.226998,-434.234283,119.738419,204.569794
1211,12.110000,0.033381,-0.015089,0.973123,0.227353,-432.857330,119.185150,206.564514
1212,12.120000,-0.016498,0.001454,0.236213,-0.971560,-433.474548,117.711296,205.698181
1213,12.130000,0.043846,-0.005610,0.975311,0.216368,-432.983551,117.014282,205.699509
1214,12.140000,0.058263,-0.012289,0.972416,0.225525,-433.739532,115.948235,204.858414
1215,12.150000,0.043763,-0.005401,0.976440,0.211235,-432.627045,115.262466,205.727966
1216,12.160000,0.047888,-0.005994,0.976434,0.210352,-432.405060,114.365387,205.683609
1217,12.170000,0.043839,-0.004709,0.977129,0.208027,-432.244507,113.569214,205.734192
1218,12.180000,0.041556,-0.003111,0.978019,0.204309,-432.025818,112.748596,205.819855
1219,12.190000,0.035953,-0.003036,0.979101,0.200148,-431.539368,111.817703,206.019150
1220,12.200000,0.042367,-0.004905,0.978480,0.201888,-431.498627,110.782433,205.841812
1221,12.210000,0.052891,-0.014571,0.976145,0.210073,-432.022400,109.708588,204.784058
1222,12.220000,0.052602,-0.015146,0.976146,0.210102,-431.979156,108.988838,204.611221
1223,12.230000,0.054173,-0.015845,0.976230,0.209258,-431.977936,108.245094,204.589676
1224,12.240000,0.037047,-0.004030,0.980583,0.192530,-430.572113,107.317924,205.919571
1225,12.250000,0.034671,-0.004831,0.980793,0.191885,-430.461823,106.518578,205.895370
1226,12.260000,-0.007058,-0.013478,0.219329,-0.975532,-432.280945,105.436111,204.728714
1227,12.270000,-0.006148,-0.011962,0.213672,-0.976813,-432.028931,104.599976,204.828781
1228,12.280000,0.034036,-0.003713,0.982527,0.182944,-429.796875,104.126091,205.942902
1229,12.290000,0.071188,-0.012278,0.974485,0.212511,-431.813751,103.087265,204.629730
1230,12.300000,0.034446,-0.002181,0.982402,0.183563,-429.545502,101.833275,205.867859
1231,12.310000,,,,,,,
1232,12.320000,,,,,,,
1233,12.330000,,,,,,,
1234,12.340000,-0.021708,-0.002478,0.206914,-0.978115,-429.813629,98.475433,206.192230
1235,12.350000,,,,,,,
1236,12.360000,,,,,,,
1237,12.370000,,,,,,,
1238,12.380000,-0.002754,0.017241,0.172589,-0.984839,-427.975800,95.062263,205.219604
1239,12.390000,-0.013467,0.005637,0.182688,-0.983063,-428.537903,94.344063,204.270309
1240,12.400000,,,,,,,
1241,12.410000,0.030027,-0.004587,0.986590,0.160365,-426.720459,93.631844,206.140320
1242,12.420000,,,,,,,
1243,12.430000,,,,,,,
1244,12.440000,-0.008422,-0.015005,0.191613,-0.981320,-428.862427,91.303810,204.504974
1245,12.450000,-0.009295,-0.013034,0.190944,-0.981470,-428.665009,90.623360,204.510773
1246,12.460000,0.071059,-0.013443,0.979181,0.189670,-428.392792,89.600067,204.528503
1247,12.470000,-0.023663,-0.011543,0.195967,-0.980257,-427.799744,88.279251,205.928665
1248,12.480000,-0.008412,-0.014657,0.187210,-0.982175,-428.079498,87.971230,204.489456
1249,12.490000,-0.025955,-0.012319,0.194001,-0.980581,-427.518646,86.740440,206.070465
1250,12.500000,-0.009640,-0.017543,0.188559,-0.981858,-427.826813,86.647057,204.450714
1251,12.510000,-0.010737,-0.020860,0.189539,-0.981593,-427.646210,85.684792,204.378433
1252,12.520000,-0.010048,-0.015350,0.181993,-0.983129,-427.073303,84.837296,204.490189
1253,12.530000,-0.011670,-0.008865,0.175124,-0.984437,-426.550903,84.400398,204.435318
1254,12.540000,,,,,,,
1255,12.550000,,,,,,,
1256,12.560000,,,,,,,
1257,12.570000,,,,,,,
1258,12.580000,,,,,,,
1259,12.590000,0.039043,-0.004978,0.988456,0.146306,-423.990692,80.083603,205.557144
1260,12.600000,-0.012456,0.001335,0.156948,-0.987527,-424.374969,78.867126,204.377151
1261,12.610000,-0.013697,0.002086,0.156346,-0.987605,-424.259705,78.298660,204.242188
1262,12.620000,-0.006743,0.013617,0.148363,-0.988816,-423.533264,77.380684,204.984451
1263,12.630000,-0.026757,0.008239,0.160435,-0.986649,-423.398163,75.940041,205.853058
1264,12.640000,-0.026614,0.008589,0.159162,-0.986856,-423.259277,75.376030,205.874191
1265,12.650000,-0.013370,0.000922,0.153058,-0.988126,-423.555847,75.438766,204.344193
1266,12.660000,-0.013085,-0.004724,0.157733,-0.987384,-423.736938,74.863068,204.283463
1267,12.670000,-0.024384,-0.006702,0.168521,-0.985374,-423.500122,73.106094,205.496155
1268,12.680000,-0.029244,0.011672,0.152809,-0.987754,-422.161285,72.677765,205.455750
1269,12.690000,-0.030103,0.008243,0.152638,-0.987789,-422.008820,71.997353,205.427444
1270,12.700000,-0.013796,-0.000178,0.145982,-0.989191,-422.669556,72.161514,204.298492
1271,12.710000,-0.013612,-0.002701,0.143661,-0.989530,-422.301208,71.417526,204.285385
1272,12.720000,-0.013992,-0.002019,0.143654,-0.989527,-422.165009,70.831558,204.249451
1273,12.730000,-0.014191,-0.002179,0.142825,-0.989644,-422.018738,70.307396,204.280884
1274,12.740000,-0.017324,0.001295,0.139651,-0.990048,-421.511780,69.909172,204.193436
1275,12.750000,-0.017148,-0.000451,0.139142,-0.990124,-421.395844,69.386093,204.161591
1276,12.760000,-0.017440,0.001291,0.136766,-0.990449,-420.928040,68.435516,204.101028
1277,12.770000,-0.017962,0.003597,0.136045,-0.990533,-420.852753,67.715111,204.014145
1278,12.780000,-0.027607,0.003246,0.142384,-0.989421,-420.423523,66.053902,205.423874
1279,12.790000,-0.028507,0.005794,0.143122,-0.989277,-420.142700,65.248558,205.502731
1280,12.800000,-0.029096,0.007061,0.141327,-0.989510,-419.905334,64.784203,205.512924
1281,12.810000,-0.031987,0.007865,0.142823,-0.989200,-419.585083,64.104301,205.750748
1282,12.820000,-0.014321,0.018399,0.126983,-0.991631,-418.925720,64.158226,205.912704
1283,12.830000,,,,,,,
1284,12.840000,-0.026263,0.005913,0.134830,-0.990503,-419.162231,62.075821,204.816513
1285,12.850000,-0.017410,0.002552,0.129501,-0.991423,-419.449463,62.984825,204.173050
1286,12.860000,-0.017142,0.003657,0.127539,-0.991679,-419.106171,62.372093,204.218979
1287,12.870000,-0.018282,0.003670,0.123771,-0.992136,-419.016174,61.803574,204.246323
1288,12.880000,-0.019244,0.002839,0.120860,-0.992479,-418.706207,61.250278,204.175446
1289,12.890000,-0.018986,0.003210,0.119541,-0.992643,-418.482605,60.766308,204.185944
1290,12.900000,-0.019254,0.002296,0.121204,-0.992438,-418.142731,60.131737,204.256790
1291,12.910000,-0.018180,0.003696,0.120202,-0.992576,-417.908081,59.436428,204.205963
1292,12.920000,-0.015010,-0.007006,0.111938,-0.993577,-418.378845,59.050819,204.031982
1293,12.930000,-0.017970,0.001109,0.118556,-0.992784,-417.587402,58.409447,204.092438
1294,12.940000,-0.016769,-0.001331,0.120134,-0.992615,-417.514923,57.685867,204.201019
1295,12.950000,-0.017816,-0.002147,0.117489,-0.992912,-417.411194,57.154423,204.076523
1296,12.960000,-0.018605,0.001447,0.116594,-0.993004,-417.217682,56.582535,204.079544
1297,12.970000,-0.034318,0.004878,0.121099,-0.992035,-416.417938,54.355770,205.429504
1298,12.980000,-0.037180,0.003426,0.123046,-0.991698,-416.314697,53.905777,205.517914
1299,12.990000,-0.038110,0.004408,0.119907,-0.992044,-415.951904,53.629681,205.481018
1300,13.000000,-0.036788,0.004046,0.118506,-0.992263,-415.814270,53.293922,205.374466
1301,13.010000,-0.037541,0.005115,0.116153,-0.992509,-415.575134,52.784523,205.375290
1302,13.020000,-0.037208,0.005079,0.115237,-0.992628,-415.481873,52.037159,205.417130
1303,13.030000,-0.036851,0.006364,0.114940,-0.992668,-415.301849,51.649666,205.313461
1304,13.040000,-0.035811,0.007714,0.113095,-0.992909,-415.049561,51.224453,205.260590
1305,13.050000,,,,,,,
1306,13.060000,-0.021641,-0.000144,0.103829,-0.994360,-415.550018,51.283257,203.936935
1307,13.070000,-0.020846,-0.002046,0.103181,-0.994442,-415.409729,50.784355,203.865250
1308,13.080000,-0.018797,-0.004344,0.105889,-0.994191,-415.465424,50.221363,203.932129
1309,13.090000,-0.018502,-0.004917,0.105345,-0.994251,-415.233765,49.685860,203.990677
1310,13.100000,-0.030474,0.004105,0.116073,-0.992765,-414.124176,48.585518,204.948471
1311,13.110000,-0.014546,-0.013393,0.096495,-0.995137,-415.304443,48.765366,203.825302
1312,13.120000,-0.016939,-0.010300,0.092552,-0.995511,-414.875458,48.315887,203.701172
1313,13.130000,-0.018096,-0.010819,0.091674,-0.995566,-414.565338,47.674866,203.680374
1314,13.140000,-0.039208,-0.000512,0.106745,-0.993513,-413.294281,45.916161,205.042160
1315,13.150000,-0.038601,-0.001809,0.106494,-0.993562,-413.203918,45.470093,205.064926
1316,13.160000,-0.039459,0.000335,0.104914,-0.993698,-412.999664,45.206573,204.993958
1317,13.170000,-0.039612,0.000816,0.104995,-0.993683,-412.885681,44.862659,204.997498
1318,13.180000,-0.039003,0.003123,0.102479,-0.993965,-412.735229,44.365219,204.859726
1319,13.190000,-0.032782,0.002006,0.103420,-0.994095,-412.742615,44.093971,205.056198
1320,13.200000,-0.034100,-0.002298,0.101054,-0.994294,-412.648834,43.437099,205.175095
1321,13.210000,-0.034815,-0.004851,0.101284,-0.994236,-412.585358,42.979038,205.204544
1322,13.220000,-0.035915,-0.005440,0.101037,-0.994219,-412.408997,42.524754,205.129364
1323,13.230000,,,,,,,
1324,13.240000,,,,,,,
1325,13.250000,,,,,,,
1326,13.260000,-0.039108,-0.001951,0.101739,-0.994040,-411.700195,40.640484,205.286163
1327,13.270000,,,,,,,
1328,13.280000,-0.038303,-0.000836,0.098610,-0.994388,-411.272430,39.902233,205.254456
1329,13.290000,-0.033158,0.002821,0.099599,-0.994471,-411.270660,40.813652,204.358215
1330,13.300000,-0.017060,-0.016245,0.080073,-0.996511,-412.351135,39.818142,203.559448
1331,13.310000,-0.017906,-0.017058,0.079472,-0.996530,-412.207458,39.418526,203.462769
1332,13.320000,-0.018021,-0.017832,0.078878,-0.996562,-411.963104,39.079540,203.437790
1333,13.330000,-0.019059,-0.015727,0.081419,-0.996374,-411.651398,38.772602,203.438690
1334,13.340000,-0.019135,-0.014594,0.079430,-0.996550,-411.330261,38.454006,203.447662
1335,13.350000,-0.019441,-0.014701,0.079399,-0.996545,-411.194977,38.107155,203.524429
1336,13.360000,-0.033522,-0.002135,0.095220,-0.994889,-409.924835,38.106770,204.249115
1337,13.370000,-0.035087,-0.000846,0.095338,-0.994826,-409.850342,37.716095,204.130692
1338,13.380000,-0.020769,-0.013802,0.076960,-0.996722,-410.729767,36.855415,203.374817
1339,13.390000,-0.020498,-0.014014,0.076730,-0.996743,-410.588928,36.446571,203.413300
1340,13.400000,-0.038650,0.004139,0.099107,-0.994317,-408.832916,35.971081,204.718689
1341,13.410000,-0.040007,0.007084,0.097521,-0.994404,-408.748260,35.466946,204.726395
1342,13.420000,-0.055399,0.052976,0.100264,-0.992004,-410.084381,34.559628,204.794785
1343,13.430000,-0.040757,0.008686,0.095406,-0.994566,-408.383331,34.818619,204.629486
1344,13.440000,-0.042350,-0.005238,0.082718,-0.995659,-408.784210,33.883358,205.218872
1345,13.450000,-0.042459,-0.005591,0.081739,-0.995733,-408.652252,33.626560,205.226044
1346,13.460000,-0.042655,-0.003601,0.081795,-0.995730,-408.488403,33.301785,205.205887
1347,13.470000,-0.042788,-0.005268,0.080838,-0.995794,-408.397522,32.975693,205.242249
1348,13.480000,-0.042713,-0.005098,0.080210,-0.995849,-408.288940,32.566647,205.212860
1349,13.490000,,,,,,,
1350,13.500000,,,,,,,
1351,13.510000,,,,,,,
1352,13.520000,,,,,,,
1353,13.530000,,,,,,,
1354,13.540000,-0.058238,0.045413,0.083106,-0.993800,-408.804291,29.785648,205.098602
1355,13.550000,0.059267,-0.023873,0.995330,0.072362,-407.613037,30.642843,203.408325
1356,13.560000,0.012151,-0.039386,0.996463,0.073231,-408.934937,29.663244,203.584122
1357,13.570000,0.013849,-0.039120,0.996505,0.072500,-408.780548,29.221914,203.604355
1358,13.580000,0.022002,-0.035357,0.997543,0.056333,-409.307373,28.761631,203.508789
1359,13.590000,,,,,,,
1360,13.600000,,,,,,,
1361,13.610000,,,,,,,
1362,13.620000,,,,,,,
1363,13.630000,,,,,,,
1364,13.640000,,,,,,,
1365,13.650000,,,,,,,
1366,13.660000,,,,,,,
1367,13.670000,,,,,,,
1368,13.680000,,,,,,,
1369,13.690000,,,,,,,
1370,13.700000,,,,,,,
1371,13.710000,,,,,,,
1372,13.720000,,,,,,,
1373,13.730000,,,,,,,
1374,13.740000,,,,,,,
1375,13.750000,,,,,,,
1376,13.760000,,,,,,,
1377,13.770000,,,,,,,
1378,13.780000,,,,,,,
